"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","13","2","3","12","0","0","1","2","0","0","",""
"中央区","6","5","1","1","0","0","0","0","0","0","",""
"みなと","8","32","7","4","0","0","5","0","0","0","",""
"新宿区","26","12","24","33","0","6","7","0","0","0","",""
"文京","0","2","0","4","0","0","1","1","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","0","2","1","0","0","0","8","0","0","0","",""
"江東区","5","5","1","4","0","1","0","0","0","0","",""
"品川区","11","2","3","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","0","0","0","1","1","1","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","0","",""
"渋谷区","6","1","1","3","0","0","3","0","0","0","",""
"中野区","3","0","0","4","0","0","0","0","0","0","",""
"杉並","1","0","0","1","0","1","0","1","0","0","",""
"池袋","10","4","4","5","0","0","3","1","0","0","",""
"北区","1","0","2","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","0","1","1","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","4","0","2","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","2","1","0","",""
"江戸川","2","0","0","1","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","2","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","2","0","0","1","0","0","0","0","0","0","",""
"多摩府中","1","0","1","0","0","0","20","8","0","0","",""
"多摩小平","0","0","0","0","0","0","1","6","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","97","71","49","76","0","8","60","22","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年3月"
"集計期間終了月","2012年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","1","0","0","0","",""
"中央区","4","0","0","0","1","0","0","0","0","0","",""
"みなと","7","7","5","1","1","0","0","0","0","0","",""
"新宿区","10","5","3","6","1","0","4","7","0","0","",""
"文京","0","0","0","0","0","0","3","1","0","0","",""
"台東","2","0","0","0","2","0","0","0","0","0","",""
"墨田区","2","0","0","0","0","1","0","0","0","0","",""
"江東区","1","0","0","0","0","0","0","0","0","0","",""
"品川区","0","2","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","5","0","0","0","0","0","2","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","0","",""
"渋谷区","5","7","3","0","0","0","0","0","0","0","",""
