"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年7週
"集計期間終了週",2019年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2105","2176","4281","415"
"RSウイルス感染症","35","28","63","262"
"咽頭結膜熱","23","19","42","262"
"Ａ群溶血性レンサ球菌咽頭炎","242","210","452","262"
"感染性胃腸炎","746","707","1453","262"
"水痘","48","43","91","262"
"手足口病","12","8","20","262"
"伝染性紅斑","88","89","177","262"
"突発性発しん","39","39","78","262"
"ヘルパンギーナ","1","2","3","262"
"流行性耳下腺炎","5","5","10","262"
"不明発しん症","4","4","8","262"
"川崎病","2","0","2","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","2","4","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","6","4","10","25"
"インフルエンザ入院","28","28","56","25"
