"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年33週
"集計期間終了週",2016年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","392"
"RSウイルス感染症","56","44","100","243"
"咽頭結膜熱","33","20","53","243"
"Ａ群溶血性レンサ球菌咽頭炎","116","95","211","243"
"感染性胃腸炎","378","340","718","243"
"水痘","29","35","64","243"
"手足口病","61","68","129","243"
"伝染性紅斑","9","13","22","243"
"突発性発しん","53","47","100","243"
"百日咳","1","0","1","243"
"ヘルパンギーナ","171","188","359","243"
"流行性耳下腺炎","118","73","191","243"
"不明発しん症","9","5","14","243"
"川崎病","0","0","0","243"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","11","10","21","36"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","12","14","26","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
