"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年37週
"集計期間終了週",2005年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","0","3","178"
"RSウイルス感染症","1","2","3","142"
"咽頭結膜熱","31","27","58","142"
"Ａ群溶血性レンサ球菌咽頭炎","47","31","78","142"
"感染性胃腸炎","202","177","379","142"
"水痘","19","25","44","142"
"手足口病","32","24","56","142"
"伝染性紅斑","12","15","27","142"
"突発性発しん","59","59","118","142"
"百日咳","1","1","2","142"
"風しん","0","2","2","142"
"ヘルパンギーナ","38","55","93","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","62","62","124","142"
"不明発しん症","3","4","7","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","5","7","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
