"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年37週
"集計期間終了週",2014年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","9","16","409"
"RSウイルス感染症","94","60","154","260"
"咽頭結膜熱","62","46","108","260"
"Ａ群溶血性レンサ球菌咽頭炎","191","148","339","260"
"感染性胃腸炎","538","405","943","260"
"水痘","54","43","97","260"
"手足口病","176","131","307","260"
"伝染性紅斑","48","52","100","260"
"突発性発しん","89","86","175","260"
"百日咳","2","1","3","260"
"ヘルパンギーナ","203","203","406","260"
"流行性耳下腺炎","41","25","66","260"
"不明発しん症","25","16","41","260"
"川崎病","2","1","3","260"
"急性出血性結膜炎","0","1","1","37"
"流行性角結膜炎","10","12","22","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","2","5","25"
"マイコプラズマ肺炎","8","1","9","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
