"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年40週
"集計期間終了週",2017年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","28","28","56","412"
"RSウイルス感染症","147","132","279","262"
"咽頭結膜熱","45","42","87","262"
"Ａ群溶血性レンサ球菌咽頭炎","254","209","463","262"
"感染性胃腸炎","484","411","895","262"
"水痘","26","20","46","262"
"手足口病","469","403","872","262"
"伝染性紅斑","4","7","11","262"
"突発性発しん","64","62","126","262"
"百日咳","1","0","1","262"
"ヘルパンギーナ","82","116","198","262"
"流行性耳下腺炎","17","24","41","262"
"不明発しん症","24","8","32","262"
"川崎病","3","1","4","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","10","19","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
