"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年9週
"集計期間終了週",2007年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2737","2733","5470","280"
"RSウイルス感染症","9","3","12","141"
"咽頭結膜熱","11","7","18","141"
"Ａ群溶血性レンサ球菌咽頭炎","187","130","317","141"
"感染性胃腸炎","391","449","840","141"
"水痘","106","90","196","141"
"手足口病","6","5","11","141"
"伝染性紅斑","33","27","60","141"
"突発性発しん","41","35","76","141"
"百日咳","0","0","0","141"
"風しん","1","1","2","141"
"ヘルパンギーナ","2","1","3","141"
"麻しん（成人麻しん以外）","0","0","0","141"
"流行性耳下腺炎","14","16","30","141"
"不明発しん症","5","4","9","141"
"川崎病","1","2","3","141"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","4","11","14"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","1","1","23"
"マイコプラズマ肺炎","2","0","2","23"
"クラミジア肺炎(オウム病は除く)","1","0","1","23"
"成人麻しん","0","0","0","23"
