"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年6月"
"集計期間終了月","2013年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","4","2","0","0"
"1～4歳","0","0","0","0","0","0","4","11","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","1","0","0"
"15～19歳","6","0","2","4","0","0","0","0","0","0"
"20～24歳","15","4","2","17","0","2","0","0","0","0"
"25～29歳","30","10","5","18","0","1","0","0","0","0"
"30～34歳","20","11","11","13","0","2","1","1","0","0"
"35～39歳","22","4","11","16","1","2","0","1","0","0"
"40～44歳","15","11","6","16","0","0","2","0","0","0"
"45～49歳","12","3","9","5","0","1","1","0","0","0"
"50～54歳","7","4","3","3","0","0","1","0","0","0"
"55～59歳","3","2","2","1","0","1","2","1","0","0"
"60～64歳","0","6","2","0","0","0","4","0","0","0"
"65～69歳","2","1","1","1","0","0","2","2","0","0"
"70歳以上","0","2","0","0","0","0","13","10","1","0"
"合計","132","58","54","94","1","9","35","29","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年6月"
"集計期間終了月","2013年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","5","4","0","0"
"1～4歳","0","0","0","0","0","0","1","10","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","1","0","0","0","0","0","2","2","0","0"
"15～19歳","10","2","2","2","0","0","0","0","0","0"
"20～24歳","27","6","5","5","2","1","0","0","0","0"
"25～29歳","16","6","5","2","4","0","0","0","0","0"
"30～34歳","15","7","9","1","1","0","1","1","0","0"
"35～39歳","6","1","4","0","0","0","0","1","0","0"
"40～44歳","7","5","0","1","0","0","0","0","0","0"
"45～49歳","1","4","0","0","0","0","2","0","0","0"
"50～54歳","0","2","0","0","0","0","0","0","0","0"
"55～59歳","0","2","0","0","0","0","0","0","0","0"
"60～64歳","0","0","0","0","0","0","3","2","1","0"
"65～69歳","0","1","0","0","0","0","1","0","0","0"
"70歳以上","0","2","0","0","0","0","11","4","0","0"
"合計","83","38","25","11","7","1","27","24","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2013年6月"
"集計期間終了月","2013年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","9","6","0","0"
"1～4歳","0","0","0","0","0","0","5","21","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","1","0","0","0","0","0","3","3","0","0"
"15～19歳","16","2","4","6","0","0","0","0","0","0"
"20～24歳","42","10","7","22","2","3","0","0","0","0"
"25～29歳","46","16","10","20","4","1","0","0","0","0"
"30～34歳","35","18","20","14","1","2","2","2","0","0"
"35～39歳","28","5","15","16","1","2","0","2","0","0"
"40～44歳","22","16","6","17","0","0","2","0","0","0"
"45～49歳","13","7","9","5","0","1","3","0","0","0"
"50～54歳","7","6","3","3","0","0","1","0","0","0"
"55～59歳","3","4","2","1","0","1","2","1","0","0"
"60～64歳","0","6","2","0","0","0","7","2","1","0"
"65～69歳","2","2","1","1","0","0","3","2","0","0"
"70歳以上","0","4","0","0","0","0","24","14","1","0"
"合計","215","96","79","105","8","10","62","53","2","0"
"定点数","54","54","54","54","54","54","25","25","25","25"


