"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年40週
"集計期間終了週",2025年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","718","667","1385","418"
"新型コロナウイルス感染症（COVID-19）","661","697","1358","418"
"急性呼吸器感染症（ARI）","12378","11770","24148","418"
"RSウイルス感染症","142","124","266","263"
"咽頭結膜熱","34","20","54","263"
"Ａ群溶血性レンサ球菌咽頭炎","285","247","532","263"
"感染性胃腸炎","637","543","1180","263"
"水痘","21","34","55","263"
"手足口病","33","43","76","263"
"伝染性紅斑","23","33","56","263"
"突発性発しん","47","39","86","263"
"ヘルパンギーナ","116","98","214","263"
"流行性耳下腺炎","6","6","12","263"
"不明発しん症","16","13","29","263"
"川崎病","5","1","6","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","13","18","31","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","8","6","14","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","9","6","15","25"
"COVID-19入院","40","29","69","25"
