"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年48週
"集計期間終了週",2018年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","201","191","392","418"
"RSウイルス感染症","37","34","71","263"
"咽頭結膜熱","58","56","114","263"
"Ａ群溶血性レンサ球菌咽頭炎","448","403","851","263"
"感染性胃腸炎","1445","1393","2838","263"
"水痘","103","97","200","263"
"手足口病","160","136","296","263"
"伝染性紅斑","284","291","575","263"
"突発性発しん","71","67","138","263"
"ヘルパンギーナ","9","9","18","263"
"流行性耳下腺炎","15","12","27","263"
"不明発しん症","12","9","21","263"
"川崎病","2","1","3","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","12","10","22","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","9","8","17","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","8","7","15","25"
