"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年26週"
"集計期間終了週","2008年26週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","2","0","1","0","1","3","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","1","4","0","1","0","1","0","8","4","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","2","3","30","8","5","0","0","0","13","1","1","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","1","2","10","3","6","0","1","0","1","1","0","0","0","3","0","0","0","0","","","","","",""
"文京","0","0","1","3","0","3","1","0","0","0","5","2","0","0","0","2","0","0","0","0","","","","","",""
"台東","0","0","3","2","18","2","4","2","3","0","7","5","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","5","9","1","3","0","2","0","1","0","1","0","0","1","0","0","0","0","","","","","",""
"江東区","0","0","0","4","25","6","6","1","2","0","8","1","0","0","0","1","0","0","0","0","","","","","",""
"品川区","0","0","0","7","15","5","2","2","3","0","23","0","0","0","0","1","0","0","0","0","","","","","",""
"目黒区","0","0","1","2","7","3","2","0","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","5","12","38","3","1","2","3","0","16","2","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","0","1","4","46","3","1","1","3","0","4","4","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","0","0","0","0","11","2","2","0","1","0","3","2","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","1","6","25","4","8","1","1","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","0","17","16","12","3","3","2","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","3","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","4","6","3","2","4","0","2","0","9","3","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","1","7","3","1","4","0","4","0","6","9","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","3","14","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","","","","","",""
"練馬区","1","0","2","3","6","3","2","0","0","2","3","2","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","2","3","19","2","1","1","4","0","3","7","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","0","0","0","4","4","3","2","0","2","0","8","0","1","0","0","1","0","0","0","0","","","","","",""
"江戸川","2","0","5","20","18","8","0","0","7","0","36","0","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","0","0","1","14","28","15","7","4","6","0","5","7","2","0","0","1","0","0","0","0","","","","","",""
"町田市","5","0","1","34","28","5","3","0","1","0","10","2","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","2","5","1","0","0","2","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","5","6","0","2","0","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","2","11","4","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","1","1","13","1","0","0","1","0","4","2","1","0","0","3","0","0","0","0","","","","","",""
"多摩小平","0","0","19","21","34","8","3","2","5","0","4","1","2","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11","0","53","196","448","110","73","20","58","3","197","67","11","0","0","19","1","0","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年26週"
"集計期間終了週","2008年26週"
"性別","女性"

