"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年39週
"集計期間終了週",2009年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","987","921","1908","284"
"RSウイルス感染症","3","4","7","147"
"咽頭結膜熱","4","2","6","147"
"Ａ群溶血性レンサ球菌咽頭炎","31","20","51","147"
"感染性胃腸炎","125","107","232","147"
"水痘","24","21","45","147"
"手足口病","40","35","75","147"
"伝染性紅斑","4","3","7","147"
"突発性発しん","33","29","62","147"
"百日咳","0","4","4","147"
"ヘルパンギーナ","25","36","61","147"
"流行性耳下腺炎","51","42","93","147"
"不明発しん症","5","5","10","147"
"川崎病","2","0","2","147"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","6","4","10","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","2","2","4","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
