"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年42週
"集計期間終了週",2018年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","30","26","56","415"
"RSウイルス感染症","129","99","228","260"
"咽頭結膜熱","22","30","52","260"
"Ａ群溶血性レンサ球菌咽頭炎","261","239","500","260"
"感染性胃腸炎","641","512","1153","260"
"水痘","43","25","68","260"
"手足口病","197","176","373","260"
"伝染性紅斑","132","130","262","260"
"突発性発しん","58","56","114","260"
"ヘルパンギーナ","63","66","129","260"
"流行性耳下腺炎","16","5","21","260"
"不明発しん症","20","23","43","260"
"川崎病","3","0","3","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","10","20","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
