"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年11週
"集計期間終了週",2016年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3081","3057","6138","413"
"RSウイルス感染症","13","12","25","259"
"咽頭結膜熱","29","18","47","259"
"Ａ群溶血性レンサ球菌咽頭炎","404","363","767","259"
"感染性胃腸炎","804","787","1591","259"
"水痘","38","32","70","259"
"手足口病","4","1","5","259"
"伝染性紅斑","19","26","45","259"
"突発性発しん","63","61","124","259"
"百日咳","0","1","1","259"
"ヘルパンギーナ","1","4","5","259"
"流行性耳下腺炎","68","53","121","259"
"不明発しん症","8","7","15","259"
"川崎病","0","4","4","259"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","7","8","15","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","9","4","13","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","2","4","6","25"
"インフルエンザ入院","12","21","33","25"
