"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2017年11月"
"集計期間終了月","2017年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","16","2","5","7","0","0","1","0","0","",""
"中央区","7","5","1","3","0","0","0","0","0","",""
"みなと","8","28","9","4","0","0","3","0","0","",""
"新宿区","20","7","28","14","0","0","4","0","0","",""
"文京","4","3","1","1","0","0","3","0","0","",""
"台東","0","0","1","1","0","0","0","0","0","",""
"墨田区","3","1","1","1","0","0","6","1","0","",""
"江東区","6","2","4","10","0","0","0","0","0","",""
"品川区","5","1","0","2","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","1","0","0","2","0","0","",""
"世田谷","0","0","0","0","0","0","2","2","0","",""
"渋谷区","6","8","4","4","0","0","2","0","0","",""
"中野区","1","0","0","2","0","0","0","0","0","",""
"杉並","3","0","1","1","0","0","1","0","0","",""
"池袋","9","3","2","8","0","0","1","2","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","4","0","0","3","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","0","0","",""
"江戸川","4","0","1","4","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","1","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","16","1","0","",""
"多摩小平","0","1","0","0","0","0","0","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","103","61","58","66","0","0","44","7","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2017年11月"
"集計期間終了月","2017年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","1","0","0","0","0","1","0","0","",""
"中央区","1","0","0","0","1","0","0","0","0","",""
"みなと","0","2","0","0","0","0","1","0","0","",""
"新宿区","9","3","21","7","0","0","2","0","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","7","1","3","11","4","0","0","0","0","",""
"墨田区","1","0","1","0","0","0","2","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","",""
"渋谷区","4","5","1","0","0","0","1","0","0","",""
"中野区","0","0","0","0","0","0","0","0","0","",""
"杉並","2","0","0","0","0","0","0","0","0","",""
"池袋","4","4","2","1","1","0","1","2","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","1","0","0","1","0","0","0","0","",""
"板橋区","1","2","0","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","3","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","1","0","",""
"江戸川","9","1","1","0","1","0","0","0","0","",""
"八王子市","10","0","1","0","2","0","1","0","0","",""
"町田市","4","0","1","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","12","0","1","1","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","8","0","0","",""
"多摩小平","1","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","72","20","32","20","10","0","21","3","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2017年11月"
"集計期間終了月","2017年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","17","3","5","7","0","0","2","0","0","2","2"
"中央区","8","5","1","3","1","0","0","0","0","3","0"
"みなと","8","30","9","4","0","0","4","0","0","2","1"
"新宿区","29","10","49","21","0","0","6","0","0","7","2"
"文京","4","3","1","1","0","0","3","0","0","1","1"
"台東","7","1","4","12","4","0","0","0","0","2","0"
"墨田区","4","1","2","1","0","0","8","1","0","2","1"
"江東区","6","2","4","10","0","0","0","0","0","2","0"
"品川区","5","1","0","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","7","0","0","1","0","0","2","0","0","2","1"
"世田谷","0","0","0","0","0","0","5","2","0","0","2"
"渋谷区","10","13","5","4","0","0","3","0","0","5","1"
"中野区","1","0","0","2","0","0","0","0","0","2","0"
"杉並","5","0","1","1","0","0","1","0","0","2","2"
"池袋","13","7","4","9","1","0","2","4","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","0","1","0","0","1","0","0","0","0","1","0"
"板橋区","5","2","0","3","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","4","0","0","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","1","1","0","0","1"
"江戸川","13","1","2","4","1","0","0","0","0","2","0"
"八王子市","10","0","1","0","2","0","2","0","0","4","1"
"町田市","4","0","1","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","1","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","13","0","1","1","0","0","0","0","0","2","1"
"多摩府中","1","0","0","0","0","0","24","1","0","3","3"
"多摩小平","1","1","0","0","0","0","0","1","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","175","81","90","86","10","0","65","10","0","55","25"


