"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年18週"
"集計期間終了週","2016年18週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","0","5","10","39","4","0","0","10","0","0","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","6","0","5","16","57","4","0","5","3","0","0","2","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","5","0","4","34","42","4","1","2","5","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西部","13","0","1","24","45","4","1","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","13","3","3","23","59","5","1","3","6","0","0","6","0","1","0","4","0","0","0","0","0","1","","","","","",""
"区東北部","7","0","2","18","65","6","1","3","9","0","1","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","4","2","2","30","75","3","2","1","6","0","1","7","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","4","7","13","0","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","20","0","14","29","106","6","0","3","3","0","3","14","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","0","25","13","1","0","1","4","0","2","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","0","5","16","22","5","0","2","6","0","0","14","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩北部","5","0","10","32","22","3","1","1","12","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","90","5","55","265","558","45","8","21","72","0","9","62","5","5","0","5","0","0","1","0","0","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2016年18週"
"集計期間終了週","2016年18週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","0","1","15","30","2","0","1","3","0","0","3","0","0","0","0","0","0","1","0","1","0","","","","","",""
"区南部","5","0","3","18","42","2","0","1","8","0","1","2","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","8","1","4","34","53","4","1","2","5","0","1","0","3","0","0","0","0","0","0","0","0","1","","","","","",""
"区西部","6","0","1","22","52","7","1","3","6","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","9","3","3","17","48","6","2","3","6","0","0","7","0","1","0","4","0","0","0","0","0","1","","","","","",""
"区東北部","4","0","1","31","48","5","1","4","6","0","1","7","0","0","0","2","0","0","1","0","0","0","","","","","",""
"区東部","11","1","4","27","62","4","1","8","7","0","1","4","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","1","8","15","4","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","15","0","10","33","83","4","1","1","7","0","1","10","4","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","1","18","17","2","0","1","3","0","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","7","0","11","14","22","4","0","2","8","0","0","8","0","0","0","0","1","0","0","0","1","1","","","","","",""
