"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年6月"
"集計期間終了月","2012年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","12","5","5","13","0","1","0","0","0","0","",""
"中央区","11","4","1","3","0","0","0","0","0","0","",""
"みなと","10","24","9","5","0","1","4","0","0","0","",""
"新宿区","19","11","20","22","0","2","15","3","0","0","",""
"文京","7","2","1","3","0","0","3","4","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","0","0","1","0","0","0","6","1","0","0","",""
"江東区","10","6","3","9","0","0","0","0","0","0","",""
"品川区","5","4","1","4","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","3","0","0","4","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","4","0","0","",""
"渋谷区","9","3","1","1","1","0","2","0","0","0","",""
"中野区","2","0","0","3","0","0","0","0","0","0","",""
"杉並","1","1","0","1","0","0","1","0","0","0","",""
"池袋","10","4","10","5","0","0","1","1","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","1","6","0","0","3","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","1","0","0","1","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","6","6","0","0","",""
"江戸川","4","0","0","1","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","12","10","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","108","65","53","79","2","4","57","29","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年6月"
"集計期間終了月","2012年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","0","",""
"中央区","4","0","0","0","0","0","0","0","0","0","",""
"みなと","11","9","6","1","0","0","2","0","0","0","",""
"新宿区","8","9","9","2","2","1","5","2","0","0","",""
"文京","0","1","0","0","0","0","1","0","0","0","",""
"台東","1","2","0","0","0","0","0","0","0","0","",""
"墨田区","0","0","0","0","0","0","0","0","0","0","",""
"江東区","1","0","0","1","0","0","0","0","0","0","",""
"品川区","1","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","4","0","0","0","0","0","1","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","1","0","0","",""
"渋谷区","7","8","2","0","0","0","0","0","0","0","",""
"中野区","0","0","1","0","1","0","0","0","0","0","",""
"杉並","0","1","1","0","0","0","1","0","0","0","",""
"池袋","8","4","3","3","0","0","1","2","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","2","0","0","1","0","0","0","0","0","",""
"板橋区","5","3","3","0","1","0","3","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","3","1","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","3","0","0","",""
"江戸川","4","2","0","1","0","0","0","0","0","0","",""
"八王子市","7","0","2","1","0","0","2","0","0","0","",""
"町田市","4","1","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","16","1","0","4","0","0","0","0","0","0","",""
"多摩府中","0","1","0","0","0","0","6","5","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","87","45","27","13","5","1","28","13","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2012年6月"
"集計期間終了月","2012年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","12","5","5","13","0","1","0","0","0","0","2","2"
"中央区","15","4","1","3","0","0","0","0","0","0","3","0"
"みなと","21","33","15","6","0","1","6","0","0","0","2","1"
"新宿区","27","20","29","24","2","3","20","5","0","0","7","2"
"文京","7","3","1","3","0","0","4","4","0","0","1","1"
"台東","1","2","0","0","0","0","0","0","0","0","2","0"
"墨田区","0","0","1","0","0","0","6","1","0","0","2","1"
