"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年36週
"集計期間終了週",2019年36週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","100","102","202","414"
"RSウイルス感染症","368","316","684","260"
"咽頭結膜熱","54","37","91","260"
"Ａ群溶血性レンサ球菌咽頭炎","196","173","369","260"
"感染性胃腸炎","559","448","1007","260"
"水痘","18","21","39","260"
"手足口病","362","320","682","260"
"伝染性紅斑","31","31","62","260"
"突発性発しん","69","64","133","260"
"ヘルパンギーナ","269","236","505","260"
"流行性耳下腺炎","10","8","18","260"
"不明発しん症","18","9","27","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","12","4","16","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","4","8","12","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
