"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年6週"
"集計期間終了週","2025年6週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","2","1","10","0","0","9","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"～1歳","7","20","17","0","1","65","1","1","1","4","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0"
"1歳","29","20","26","3","15","160","1","3","14","11","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"2歳","26","14","19","3","24","144","1","0","14","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","24","11","9","0","30","98","3","1","26","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0"
"4歳","27","9","5","1","31","102","3","0","24","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","33","10","2","3","41","115","3","2","32","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","46","17","2","1","39","114","2","1","27","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","28","27","1","1","56","102","11","0","22","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","28","20","1","0","26","94","11","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","22","23","1","0","30","77","5","0","12","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","106","113","0","1","80","195","11","0","9","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","53","32","1","0","4","46","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","28","61","1","2","10","86","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","22","70","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40～49歳","51","81","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0"
"50～59歳","35","82","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"60～69歳","13","53","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","4","0","0","0","0","0","2","0","0","0","4"
"70～79歳","10","38","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","6","0","1","1","0","1","0","1","0","0","6"
"80歳以上","2","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","1","1","14"
"合計","592","723","95","15","387","1407","53","8","193","23","0","8","8","0","0","10","0","0","5","0","0","4","35","0","1","2","1","1","2","2","4","3","30"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2025年6週"
"集計期間終了週","2025年6週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

