"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年21週
"集計期間終了週",2023年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","397","388","785","416"
"新型コロナウイルス感染症（COVID-19）","832","817","1649","416"
"RSウイルス感染症","145","148","293","262"
"咽頭結膜熱","83","64","147","262"
"Ａ群溶血性レンサ球菌咽頭炎","247","194","441","262"
"感染性胃腸炎","1043","912","1955","262"
"水痘","22","24","46","262"
"手足口病","52","43","95","262"
"伝染性紅斑","0","7","7","262"
"突発性発しん","54","43","97","262"
"ヘルパンギーナ","179","157","336","262"
"流行性耳下腺炎","16","8","24","262"
"不明発しん症","10","5","15","262"
"川崎病","1","3","4","262"
"急性出血性結膜炎","2","2","4","38"
"流行性角結膜炎","3","8","11","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
