"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年11月"
"集計期間終了月","2006年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","5","0"
"1～4歳","0","0","0","0","0","0","4","13","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","4","0","0","1","0","0","0","0","0"
"20～24歳","11","3","5","11","0","1","0","0","0"
"25～29歳","19","6","2","16","0","1","1","0","0"
"30～34歳","21","10","5","18","0","1","0","0","0"
"35～39歳","13","11","9","6","0","0","0","0","0"
"40～44歳","14","8","3","4","0","0","1","1","0"
"45～49歳","7","7","2","12","0","0","2","0","1"
"50～54歳","3","3","2","1","0","1","1","0","0"
"55～59歳","5","5","3","2","0","0","5","1","0"
"60～64歳","0","1","1","0","0","0","10","0","0"
"65～69歳","0","0","1","0","0","0","7","3","0"
"70歳以上","0","1","0","0","0","0","48","0","3"
"合計","97","55","33","71","0","4","87","25","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年11月"
"集計期間終了月","2006年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","4","0"
"1～4歳","0","0","0","0","0","0","6","14","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","0","1"
"15～19歳","3","1","0","0","1","0","0","0","0"
"20～24歳","21","11","2","0","6","0","3","0","0"
"25～29歳","29","6","3","1","3","0","0","0","0"
"30～34歳","19","5","3","0","5","0","1","1","0"
"35～39歳","8","4","1","4","7","0","1","0","0"
"40～44歳","2","1","0","2","1","1","0","0","0"
"45～49歳","4","2","0","0","2","0","2","0","0"
"50～54歳","1","3","0","0","1","0","3","0","0"
"55～59歳","0","1","0","0","0","0","2","0","0"
"60～64歳","0","0","0","0","0","0","3","0","0"
"65～69歳","0","0","0","0","0","0","3","0","1"
"70歳以上","0","0","0","0","0","0","29","2","1"
"合計","87","34","9","7","26","1","60","22","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年11月"
"集計期間終了月","2006年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","9","0"
"1～4歳","0","0","0","0","0","0","10","27","0"
"5～9歳","0","0","0","0","0","0","1","2","0"
"10～14歳","0","0","0","0","0","0","1","1","1"
"15～19歳","7","1","0","1","1","0","0","0","0"
"20～24歳","32","14","7","11","6","1","3","0","0"
"25～29歳","48","12","5","17","3","1","1","0","0"
"30～34歳","40","15","8","18","5","1","1","1","0"
"35～39歳","21","15","10","10","7","0","1","0","0"
"40～44歳","16","9","3","6","1","1","1","1","0"
"45～49歳","11","9","2","12","2","0","4","0","1"
"50～54歳","4","6","2","1","1","1","4","0","0"
"55～59歳","5","6","3","2","0","0","7","1","0"
"60～64歳","0","1","1","0","0","0","13","0","0"
"65～69歳","0","0","1","0","0","0","10","3","1"
"70歳以上","0","1","0","0","0","0","77","2","4"
"合計","184","89","42","78","26","5","147","47","7"
"定点数","41","41","41","41","41","41","25","25","25"


