"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年23週
"集計期間終了週",2013年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","36","39","75","416"
"RSウイルス感染症","15","7","22","262"
"咽頭結膜熱","120","89","209","262"
"Ａ群溶血性レンサ球菌咽頭炎","419","311","730","262"
"感染性胃腸炎","909","745","1654","262"
"水痘","171","159","330","262"
"手足口病","89","79","168","262"
"伝染性紅斑","22","18","40","262"
"突発性発しん","100","96","196","262"
"百日咳","4","1","5","262"
"ヘルパンギーナ","43","26","69","262"
"流行性耳下腺炎","31","25","56","262"
"不明発しん症","9","17","26","262"
"川崎病","0","2","2","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","9","7","16","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","5","10","15","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
