"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年20週
"集計期間終了週",2023年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","438","400","838","416"
"新型コロナウイルス感染症（COVID-19）","679","793","1472","416"
"RSウイルス感染症","94","77","171","262"
"咽頭結膜熱","77","48","125","262"
"Ａ群溶血性レンサ球菌咽頭炎","242","178","420","262"
"感染性胃腸炎","1042","895","1937","262"
"水痘","15","18","33","262"
"手足口病","39","41","80","262"
"伝染性紅斑","5","4","9","262"
"突発性発しん","51","45","96","262"
"ヘルパンギーナ","67","92","159","262"
"流行性耳下腺炎","5","4","9","262"
"不明発しん症","6","3","9","262"
"川崎病","0","2","2","262"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","7","6","13","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","2","4","25"
