"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年34週
"集計期間終了週",2003年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","15","14","29","142"
"Ａ群溶血性レンサ球菌咽頭炎","19","18","37","142"
"感染性胃腸炎","92","90","182","142"
"水痘","49","32","81","142"
"手足口病","109","85","194","142"
"伝染性紅斑","13","11","24","142"
"突発性発しん","39","28","67","142"
"百日咳","1","0","1","142"
"風しん","1","1","2","142"
"ヘルパンギーナ","63","66","129","142"
"麻しん（成人麻しん以外）","4","2","6","142"
"流行性耳下腺炎","8","7","15","142"
"不明発しん症","4","10","14","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","14","8","22","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","6","3","9","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
