"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年35週"
"集計期間終了週","2023年35週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","89","212","3","17","9","36","0","18","1","1","11","0","0","0","0","1","0","1","1","0","0","1","","","","","",""
"区南部","65","192","1","9","14","54","0","4","0","3","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","51","235","8","62","20","43","0","4","1","3","12","1","1","0","0","7","0","0","0","0","0","1","","","","","",""
"区西部","77","295","4","14","21","38","0","11","1","4","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","75","467","5","14","20","57","1","17","0","4","19","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","45","304","5","5","15","43","0","14","0","4","14","1","0","2","0","0","0","0","0","0","0","3","","","","","",""
"区東部","85","404","1","17","18","57","2","9","0","5","6","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","6","84","1","3","1","6","0","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","48","394","9","20","29","75","0","22","0","3","16","1","3","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","15","151","0","2","10","14","0","13","1","1","9","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩南部","53","357","1","4","27","38","0","10","0","2","4","1","2","1","0","0","1","0","0","0","0","3","","","","","",""
"北多摩北部","51","216","5","1","24","54","0","9","0","5","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","661","3335","43","168","208","515","3","139","4","35","102","8","8","3","0","14","1","1","1","0","0","11","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年35週"
"集計期間終了週","2023年35週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","49","241","2","8","5","33","4","18","1","1","6","0","1","0","0","1","0","1","1","0","0","1","","","","","",""
"区南部","39","190","3","11","13","45","0","5","0","3","8","1","0","3","0","1","0","0","0","0","0","0","","","","","",""
