"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2019年4月"
"集計期間終了月","2019年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","9","3","4","5","0","0","1","0","0","",""
"中央区","10","4","2","1","0","0","0","0","0","",""
"みなと","4","7","7","3","0","0","6","0","0","",""
"新宿区","39","28","44","29","0","0","4","2","0","",""
"文京","3","0","1","0","0","0","1","0","1","",""
"台東","2","1","0","0","0","0","0","0","0","",""
"墨田区","6","0","0","3","0","0","1","0","0","",""
"江東区","12","2","3","10","0","0","0","0","0","",""
"品川区","6","2","2","2","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","0","0","",""
"渋谷区","21","6","14","9","0","0","0","0","0","",""
"中野区","3","0","0","5","0","0","0","0","0","",""
"杉並","8","0","2","3","0","0","1","0","0","",""
"池袋","15","5","2","10","0","0","2","0","1","",""
"北区","1","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","0","0","1","0","0","1","1","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","1","0","",""
"江戸川","5","0","0","2","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","2","1","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","2","0","0","2","0","0","13","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","",""
"合計","152","58","82","85","0","0","37","5","2","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2019年4月"
"集計期間終了月","2019年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","0","0","0","",""
"中央区","3","0","0","1","0","0","0","0","0","",""
"みなと","0","0","0","0","2","0","1","0","0","",""
"新宿区","9","8","32","6","0","0","7","0","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","13","2","0","9","7","0","0","0","0","",""
"墨田区","1","0","0","0","0","0","0","0","0","",""
"江東区","1","2","0","0","0","0","0","0","0","",""
"品川区","0","0","1","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","1","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","0","0","0","",""
"渋谷区","8","4","4","1","0","0","1","0","0","",""
"中野区","0","0","0","0","1","0","0","0","0","",""
"杉並","4","1","0","0","0","0","0","0","0","",""
"池袋","15","2","2","1","1","0","1","1","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","5","0","0","0","0","0","0","0","0","",""
"板橋区","2","1","1","0","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","5","1","0","1","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","1","0","",""
"江戸川","3","0","1","1","1","0","0","0","0","",""
"八王子市","4","1","0","0","1","0","0","1","0","",""
"町田市","2","3","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","11","1","0","1","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","9","0","0","",""
