"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年7月"
"集計期間終了月","2016年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","22","31","15","11","0","0","4","0","1","",""
"区南部","3","3","2","3","0","0","1","0","0","",""
"区西南部","37","18","25","44","0","0","2","0","0","",""
"区西部","34","20","37","32","0","0","9","1","0","",""
"区西北部","20","8","5","10","0","0","3","2","0","",""
"区東北部","0","0","1","0","0","0","4","0","0","",""
"区東部","7","5","1","11","0","0","2","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","1","",""
"北多摩南部","0","0","0","0","0","0","11","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","123","85","86","111","0","0","36","4","2","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年7月"
"集計期間終了月","2016年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","3","3","9","1","0","2","0","0","",""
"区南部","8","2","1","0","0","0","0","0","0","",""
"区西南部","11","13","5","4","1","0","1","0","0","",""
"区西部","17","6","10","4","0","0","6","1","0","",""
"区西北部","17","3","1","1","2","0","1","1","0","",""
"区東北部","8","0","0","0","0","0","3","2","0","",""
"区東部","11","2","2","1","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","11","3","0","0","1","0","0","0","0","",""
"北多摩西部","9","3","0","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","12","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","103","35","22","20","6","0","27","4","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年7月"
"集計期間終了月","2016年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","33","34","18","20","1","0","6","0","1","10","4"
"区南部","11","5","3","3","0","0","1","0","0","3","1"
"区西南部","48","31","30","48","1","0","3","0","0","5","3"
"区西部","51","26","47","36","0","0","15","2","0","11","4"
"区西北部","37","11","6","11","2","0","4","3","0","6","2"
"区東北部","8","0","1","0","0","0","7","2","0","3","1"
"区東部","18","7","3","12","0","0","4","1","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","11","3","0","0","1","0","0","0","0","5","1"
"北多摩西部","9","3","0","1","1","0","0","0","1","2","1"
"北多摩南部","0","0","0","0","0","0","23","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","226","120","108","131","6","0","63","8","2","55","25"


