"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年23週
"集計期間終了週",2001年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","10","7","17","142"
"Ａ群溶血性レンサ球菌咽頭炎","41","23","64","142"
"感染性胃腸炎","210","166","376","142"
"水痘","96","100","196","142"
"手足口病","30","22","52","142"
"伝染性紅斑","26","37","63","142"
"突発性発しん","37","27","64","142"
"百日咳","1","0","1","142"
"風しん","4","0","4","142"
"ヘルパンギーナ","38","30","68","142"
"麻しん（成人麻しん以外）","22","11","33","142"
"流行性耳下腺炎","77","69","146","142"
"不明発しん症","4","2","6","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","16","16","32","14"
"急性脳炎(日本脳炎を除く)","0","1","1","25"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","3","5","8","25"
