"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年31週
"集計期間終了週",2025年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","84","92","176","419"
"新型コロナウイルス感染症（COVID-19）","820","1046","1866","419"
"急性呼吸器感染症（ARI）","11083","11120","22203","419"
"RSウイルス感染症","94","69","163","264"
"咽頭結膜熱","42","37","79","264"
"Ａ群溶血性レンサ球菌咽頭炎","293","235","528","264"
"感染性胃腸炎","792","636","1428","264"
"水痘","77","63","140","264"
"手足口病","91","89","180","264"
"伝染性紅斑","61","62","123","264"
"突発性発しん","44","41","85","264"
"ヘルパンギーナ","264","228","492","264"
"流行性耳下腺炎","10","6","16","264"
"不明発しん症","28","16","44","264"
"川崎病","5","0","5","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","12","9","21","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","8","7","15","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
"COVID-19入院","54","40","94","25"
