"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年20週
"集計期間終了週",2024年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","41","30","71","419"
"新型コロナウイルス感染症（COVID-19）","516","650","1166","419"
"RSウイルス感染症","164","156","320","264"
"咽頭結膜熱","70","52","122","264"
"Ａ群溶血性レンサ球菌咽頭炎","558","475","1033","264"
"感染性胃腸炎","735","582","1317","264"
"水痘","27","25","52","264"
"手足口病","74","66","140","264"
"伝染性紅斑","37","33","70","264"
"突発性発しん","41","27","68","264"
"ヘルパンギーナ","16","15","31","264"
"流行性耳下腺炎","10","5","15","264"
"不明発しん症","6","3","9","264"
"川崎病","7","1","8","264"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","9","10","19","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","1","1","2","25"
"COVID-19入院","54","37","91","25"
