"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年46週"
"集計期間終了週","2020年46週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","2","3","39","2","3","1","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","0","1","7","15","0","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","2","5","36","0","3","0","3","2","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","0","0","2","7","36","0","0","0","5","1","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"区西北部","1","0","2","5","39","2","1","0","5","1","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","1","1","6","30","2","1","1","7","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","2","5","39","4","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","3","9","61","10","0","0","9","0","4","0","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","4","7","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","5","22","1","0","0","2","0","2","0","0","0","2","0","0","2","0","0","0","","","","","",""
"北多摩北部","0","0","1","6","12","2","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","1","17","64","342","24","8","2","62","4","12","3","0","0","10","0","0","3","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年46週"
"集計期間終了週","2020年46週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","5","24","2","3","2","5","2","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","0","3","4","25","3","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","2","5","19","0","3","0","7","2","2","3","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","0","1","3","10","19","1","0","0","8","1","0","1","0","0","0","0","0","2","0","0","0","","","","","",""
"区西北部","1","0","1","6","24","5","1","1","4","1","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","1","2","3","35","6","1","1","8","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","0","2","4","31","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","3","14","52","6","0","0","4","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","2","8","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","9","17","2","0","1","8","0","1","0","0","0","2","0","0","1","0","0","0","","","","","",""
"北多摩北部","0","0","2","3","13","2","0","0","7","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","2","20","67","273","29","8","5","64","7","12","6","0","0","10","0","0","3","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2020年46週"
"集計期間終了週","2020年46週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","3","8","63","2","3","3","12","2","3","0","0","0","0","0","0","0","0","0","0","31","20","2","4","4","0"
"区南部","0","0","4","11","40","3","0","0","10","1","2","0","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","1","0","2","5","55","0","3","0","10","2","4","5","0","0","3","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","0","1","5","17","55","1","0","0","13","1","0","1","0","0","0","0","0","3","0","0","0","38","24","3","4","4","0"
"区西北部","1","0","3","11","63","7","1","1","9","2","2","0","0","0","2","0","0","0","0","0","0","56","35","6","2","2","0"
"区東北部","0","1","3","9","65","8","1","2","15","0","0","0","0","0","3","0","0","0","0","0","0","40","25","4","1","1","0"
"区東部","0","0","2","9","70","5","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","0","0","0","2","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","0","6","23","113","16","0","0","13","0","5","0","0","0","4","0","0","0","0","0","0","44","27","4","1","1","0"
"北多摩西部","0","0","0","6","15","2","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","0","0","1","14","39","3","0","1","10","0","3","0","0","0","2","0","0","3","0","0","0","30","19","3","3","3","0"
"北多摩北部","0","0","3","9","25","2","0","0","11","0","1","1","0","0","2","0","0","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","2","2","32","124","615","49","8","7","126","8","21","8","0","0","16","0","0","6","0","0","0","412","259","38","25","25","0"


