"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年25週
"集計期間終了週",2019年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","28","39","67","413"
"RSウイルス感染症","49","28","77","259"
"咽頭結膜熱","93","75","168","259"
"Ａ群溶血性レンサ球菌咽頭炎","437","326","763","259"
"感染性胃腸炎","909","752","1661","259"
"水痘","82","60","142","259"
"手足口病","384","324","708","259"
"伝染性紅斑","40","50","90","259"
"突発性発しん","81","71","152","259"
"ヘルパンギーナ","113","111","224","259"
"流行性耳下腺炎","10","12","22","259"
"不明発しん症","10","10","20","259"
"川崎病","2","1","3","259"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","4","8","12","37"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
