"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2004年27週"
"集計期間終了週","2004年27週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","0","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","0","2","0","8","1","5","0","33","0","0","22","0","0","4","0","0","0","0","0","0","0","0"
"1歳","0","0","5","4","29","6","18","2","19","0","0","79","0","0","4","0","0","0","0","0","1","0","0"
"2歳","0","0","5","6","19","6","15","1","0","0","0","67","0","2","1","0","0","0","0","0","0","0","0"
"3歳","0","1","14","8","16","8","15","3","0","0","0","55","0","14","0","0","0","0","0","0","0","1","0"
"4歳","0","0","10","10","25","5","12","7","0","0","0","44","0","13","0","0","0","0","0","0","0","0","0"
"5歳","0","0","8","14","19","6","9","7","0","0","0","27","0","5","0","0","0","0","0","1","0","0","0"
"6歳","0","0","6","8","14","5","2","3","0","0","0","8","0","6","2","0","0","0","0","0","0","0","0"
"7歳","0","0","2","4","6","1","0","4","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0"
"8歳","0","0","3","4","13","1","1","3","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","1","5","1","1","2","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","3","5","19","2","1","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"20～29歳","0","1","2","5","17","0","2","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","2","61","70","196","45","81","35","52","0","0","316","0","48","12","0","0","10","0","1","1","1","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2004年27週"
"集計期間終了週","2004年27週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","2","1","0","0","6","0","0","2","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","0","0","1","0","8","0","4","0","27","0","0","17","0","0","2","0","0","0","0","0","0","0","0"
"1歳","0","0","9","0","21","5","11","5","18","0","1","63","0","0","3","0","0","1","0","0","0","0","0"
"2歳","0","0","9","6","16","7","11","3","1","0","2","46","0","2","3","0","0","0","0","0","0","0","0"
"3歳","0","0","7","7","21","13","11","4","1","0","1","33","0","6","1","0","0","0","0","0","1","0","0"
"4歳","0","0","9","13","13","15","8","5","0","0","0","56","0","3","1","0","0","0","0","0","0","0","0"
"5歳","0","0","13","4","18","7","3","9","0","0","0","24","0","7","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","6","10","2","3","4","0","0","1","12","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","4","7","2","0","1","0","0","0","6","0","3","0","0","0","0","0","0","0","0","0"
"8歳","0","1","1","3","8","1","0","2","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0"
"9歳","0","0","2","2","2","1","0","2","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0"
"10～14歳","0","0","1","3","12","0","3","3","0","0","0","1","0","6","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"20～29歳","0","1","1","5","38","1","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","2","62","54","179","55","54","41","53","0","6","270","1","29","12","0","0","4","0","0","1","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2004年27週"
"集計期間終了週","2004年27週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","0","0","0","0","2","4","0","1","6","0","0","3","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","0","0","3","0","16","1","9","0","60","0","0","39","0","0","6","0","0","0","0","0","0","0","0"
"1歳","0","0","14","4","50","11","29","7","37","0","1","142","0","0","7","0","0","1","0","0","1","0","0"
"2歳","0","0","14","12","35","13","26","4","1","0","2","113","0","4","4","0","0","0","0","0","0","0","0"
"3歳","0","1","21","15","37","21","26","7","1","0","1","88","0","20","1","0","0","0","0","0","1","1","0"
"4歳","0","0","19","23","38","20","20","12","0","0","0","100","0","16","1","0","0","0","0","0","0","0","0"
"5歳","0","0","21","18","37","13","12","16","0","0","0","51","0","12","0","0","0","0","0","1","0","0","0"
"6歳","0","0","11","14","24","7","5","7","0","0","1","20","0","7","2","0","0","0","0","0","0","0","0"
"7歳","0","0","5","8","13","3","0","5","0","0","0","11","0","5","0","0","0","0","0","0","0","0","0"
"8歳","0","1","4","7","21","2","1","5","0","0","1","5","0","2","1","0","0","0","0","0","0","0","0"
"9歳","0","0","3","3","7","2","1","4","0","0","0","4","1","3","0","0","0","1","0","0","0","0","0"
"10～14歳","0","0","4","8","31","2","4","5","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","1","2","9","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"20～29歳","0","2","3","10","55","1","2","3","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0"
"30～39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50～59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","4","123","124","375","100","135","76","105","0","6","586","1","77","24","0","0","14","0","1","2","1","0"
"定点数","178","142","142","142","142","142","142","142","142","142","142","142","142","142","142","142","14","14","25","25","25","25","25"


