"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年7週"
"集計期間終了週","2025年7週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","15","33","13","1","10","135","4","0","16","1","0","0","0","0","0","0","0","0","0","0","0","2","9","","","","","",""
"区南部","17","44","6","2","16","125","3","0","5","2","0","0","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","17","51","12","0","17","92","4","0","7","1","0","1","0","0","0","0","0","0","0","0","0","0","8","","","","","",""
"区西部","32","38","19","1","26","122","1","1","12","2","0","1","2","0","0","0","0","0","0","0","0","1","6","","","","","",""
"区西北部","53","84","9","5","40","172","6","0","13","1","0","0","0","0","0","3","0","0","0","0","0","1","1","","","","","",""
"区東北部","33","81","12","4","27","143","4","0","18","4","0","0","0","1","0","0","0","0","1","0","0","1","2","","","","","",""
"区東部","33","64","14","3","28","172","2","1","11","2","0","1","1","0","0","2","0","0","0","0","1","0","2","","","","","",""
"西多摩","6","32","0","0","1","15","0","5","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"南多摩","39","73","9","0","31","148","2","2","15","2","0","3","0","0","0","1","0","0","0","0","0","1","4","","","","","",""
"北多摩西部","17","31","2","0","25","30","1","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","46","66","5","0","39","114","8","1","12","0","0","4","1","0","0","0","0","0","1","0","0","3","4","","","","","",""
"北多摩北部","17","42","12","3","25","92","1","0","13","4","0","0","0","0","0","0","0","0","3","0","0","0","7","","","","","",""
"島しょ","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","325","641","113","19","285","1361","36","10","129","19","0","11","4","2","0","6","0","0","7","0","1","9","46","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年7週"
"集計期間終了週","2025年7週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","27","38","5","2","16","107","2","2","11","1","0","0","0","0","0","1","0","0","0","0","0","1","1","","","","","",""
"区南部","26","32","10","1","9","113","2","0","11","4","0","1","1","1","0","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","31","60","8","0","13","82","3","0","9","1","0","1","0","0","0","4","0","0","1","0","0","0","10","","","","","",""
"区西部","39","50","10","4","28","193","1","1","13","2","0","1","2","1","0","1","0","0","2","0","0","1","4","","","","","",""
"区西北部","58","83","5","7","34","149","4","0","16","1","0","0","0","0","0","1","0","0","0","0","0","1","3","","","","","",""
"区東北部","25","103","7","8","21","161","2","0","22","2","0","0","0","1","0","0","0","0","1","0","0","1","2","","","","","",""
"区東部","27","66","20","3","27","138","2","1","17","2","0","1","1","0","0","2","0","0","0","0","1","0","1","","","","","",""
"西多摩","9","25","0","0","1","18","1","5","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"南多摩","33","92","11","0","28","135","4","2","12","3","0","3","0","0","0","1","0","0","0","0","0","1","4","","","","","",""
"北多摩西部","16","50","3","0","10","35","3","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","58","63","4","1","29","86","4","1","11","1","0","2","1","0","0","0","0","0","1","0","0","1","8","","","","","",""
"北多摩北部","11","67","6","2","22","112","1","0","14","3","0","0","0","0","0","0","1","0","3","1","0","1","5","","","","","",""
"島しょ","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","360","730","89","28","238","1333","29","12","143","20","0","10","5","3","0","10","1","0","10","1","1","7","41","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年7週"
"集計期間終了週","2025年7週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","42","71","18","3","26","242","6","2","27","2","0","0","0","0","0","1","0","0","0","0","0","3","10","32","20","2","4","4","4"
"区南部","43","76","16","3","25","238","5","0","16","6","0","1","1","2","0","0","0","0","2","0","0","0","0","33","21","3","1","1","1"
"区西南部","48","111","20","0","30","174","7","0","16","1","0","1","0","0","0","4","0","0","1","0","0","0","18","40","25","4","3","3","3"
"区西部","71","88","29","5","54","315","2","1","25","4","0","2","2","1","0","1","0","0","2","0","0","2","10","39","25","4","4","4","4"
"区西北部","111","167","14","12","74","321","10","0","29","2","0","0","0","0","0","4","0","0","0","0","0","2","4","56","35","6","2","2","2"
"区東北部","58","184","19","12","48","304","6","0","40","6","0","0","0","1","0","0","0","0","1","0","0","1","4","40","25","4","1","1","1"
"区東部","60","130","34","3","55","310","4","1","28","4","0","1","2","0","0","4","0","0","0","0","1","0","3","41","26","4","1","1","1"
"西多摩","15","57","0","0","1","33","1","5","5","0","0","0","0","0","0","0","0","0","1","0","0","0","2","14","8","1","1","1","1"
"南多摩","72","165","20","0","59","283","6","2","27","5","0","3","0","0","0","1","0","0","0","0","0","1","8","45","28","4","1","1","1"
"北多摩西部","33","81","5","0","35","65","4","0","9","0","0","1","0","0","0","0","0","0","0","0","0","0","1","21","14","2","1","1","1"
"北多摩南部","104","129","9","1","68","200","12","1","23","1","0","6","2","0","0","0","0","0","1","0","0","4","12","33","21","3","3","3","3"
"北多摩北部","28","109","18","5","47","204","2","0","27","7","0","0","0","0","0","0","1","0","3","1","0","1","12","23","15","2","2","2","2"
"島しょ","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","1","1","1"
"合計","685","1371","202","44","522","2694","65","12","272","38","0","15","7","4","0","15","1","0","11","1","1","14","85","419","264","39","25","25","25"


