"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年22週
"集計期間終了週",2014年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","14","23","37","414"
"RSウイルス感染症","13","8","21","263"
"咽頭結膜熱","100","88","188","263"
"Ａ群溶血性レンサ球菌咽頭炎","536","425","961","263"
"感染性胃腸炎","989","812","1801","263"
"水痘","142","165","307","263"
"手足口病","33","26","59","263"
"伝染性紅斑","56","47","103","263"
"突発性発しん","109","112","221","263"
"百日咳","2","1","3","263"
"ヘルパンギーナ","30","24","54","263"
"流行性耳下腺炎","28","33","61","263"
"不明発しん症","12","14","26","263"
"川崎病","4","4","8","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","13","13","26","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","3","2","5","25"
"インフルエンザ入院","0","1","1","25"
