"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2008年52週"
"集計期間終了週","2008年52週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","13","0","0","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","12","1","0","0","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","20","0","3","8","65","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","10","1","1","4","33","8","0","0","1","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"文京","10","0","0","0","10","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","9","1","0","1","29","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","12","1","0","6","20","8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","37","0","0","5","56","2","0","1","2","0","1","3","0","0","0","1","0","0","0","0","","","","","",""
"品川区","11","0","0","5","48","4","0","1","1","1","2","3","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","5","8","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","48","2","3","7","89","6","1","9","3","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"世田谷","36","2","0","5","67","5","1","1","0","0","0","7","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","11","0","0","0","20","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","23","0","0","0","40","8","1","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","27","2","3","4","39","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","13","0","0","0","7","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"北区","20","0","0","8","27","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","10","0","1","4","22","8","0","0","1","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","28","0","0","0","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","31","0","0","0","30","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
