"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年1週
"集計期間終了週",2022年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","404"
"RSウイルス感染症","4","1","5","254"
"咽頭結膜熱","16","7","23","254"
"Ａ群溶血性レンサ球菌咽頭炎","28","27","55","254"
"感染性胃腸炎","629","616","1245","254"
"水痘","16","9","25","254"
"手足口病","26","29","55","254"
"伝染性紅斑","1","3","4","254"
"突発性発しん","23","30","53","254"
"ヘルパンギーナ","8","13","21","254"
"流行性耳下腺炎","5","0","5","254"
"不明発しん症","3","0","3","254"
"川崎病","0","1","1","254"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","3","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
