"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年4週
"集計期間終了週",2011年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6752","6626","13378","417"
"RSウイルス感染症","56","40","96","262"
"咽頭結膜熱","50","34","84","262"
"Ａ群溶血性レンサ球菌咽頭炎","298","304","602","262"
"感染性胃腸炎","1525","1428","2953","262"
"水痘","152","155","307","262"
"手足口病","3","5","8","262"
"伝染性紅斑","109","96","205","262"
"突発性発しん","61","76","137","262"
"百日咳","8","12","20","262"
"ヘルパンギーナ","2","3","5","262"
"流行性耳下腺炎","48","43","91","262"
"不明発しん症","9","6","15","262"
"川崎病","3","2","5","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","3","6","38"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","6","5","11","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
