"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年35週
"集計期間終了週",2014年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","2","6","406"
"RSウイルス感染症","48","31","79","258"
"咽頭結膜熱","61","44","105","258"
"Ａ群溶血性レンサ球菌咽頭炎","116","85","201","258"
"感染性胃腸炎","459","370","829","258"
"水痘","61","42","103","258"
"手足口病","139","124","263","258"
"伝染性紅斑","31","36","67","258"
"突発性発しん","85","82","167","258"
"百日咳","3","1","4","258"
"ヘルパンギーナ","261","209","470","258"
"流行性耳下腺炎","69","41","110","258"
"不明発しん症","15","13","28","258"
"川崎病","1","1","2","258"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","12","16","28","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
