"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年22週"
"集計期間終了週","2023年22週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","14","0","0","0","4","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","22","0","0","2","14","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","1","12","0","1","8","4","0","5","0","1","9","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","36","7","4","6","17","0","2","0","1","2","0","2","1","0","1","0","0","2","0","0","0","","","","","",""
"文京","7","30","0","5","4","8","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","15","13","3","2","3","30","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","36","5","0","1","5","0","1","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","15","42","4","1","9","50","0","4","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","21","19","1","4","9","19","0","0","0","2","21","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","6","14","2","0","6","15","0","1","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","31","42","24","5","21","58","1","4","0","3","11","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","16","72","10","5","28","80","1","4","0","3","35","2","0","0","0","3","0","0","0","0","0","1","","","","","",""
"渋谷区","3","17","0","0","1","13","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","10","44","4","0","18","22","0","4","0","4","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","13","48","2","0","3","46","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","25","3","0","0","6","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","8","35","2","0","5","37","1","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","28","22","1","5","14","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","50","8","1","15","44","0","0","0","2","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","28","45","14","6","12","66","4","2","0","3","19","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","50","9","4","9","58","1","2","0","1","13","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","28","0","0","2","42","1","4","0","8","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","14","70","23","6","3","38","1","0","0","3","30","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","17","43","7","4","16","120","0","4","0","3","22","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","1","33","9","0","10","36","1","0","1","2","7","7","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","18","29","0","1","2","7","0","0","0","2","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","26","5","1","15","28","1","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","4","37","5","6","25","38","1","3","0","4","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","80","90","15","7","23","70","5","3","1","4","17","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","16","58","12","8","23","108","3","3","0","9","52","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
