"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年45週
"集計期間終了週",2024年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","238","230","468","418"
"新型コロナウイルス感染症（COVID-19）","195","237","432","418"
"RSウイルス感染症","25","27","52","264"
"咽頭結膜熱","20","11","31","264"
"Ａ群溶血性レンサ球菌咽頭炎","208","163","371","264"
"感染性胃腸炎","354","296","650","264"
"水痘","26","28","54","264"
"手足口病","909","717","1626","264"
"伝染性紅斑","174","150","324","264"
"突発性発しん","31","31","62","264"
"ヘルパンギーナ","12","12","24","264"
"流行性耳下腺炎","5","3","8","264"
"不明発しん症","4","6","10","264"
"川崎病","1","1","2","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","7","15","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","62","38","100","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","3","1","4","25"
"COVID-19入院","39","30","69","25"
