"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年16週
"集計期間終了週",2020年16週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","410"
"RSウイルス感染症","1","1","2","257"
"咽頭結膜熱","6","5","11","257"
"Ａ群溶血性レンサ球菌咽頭炎","68","68","136","257"
"感染性胃腸炎","138","119","257","257"
"水痘","27","22","49","257"
"手足口病","4","3","7","257"
"伝染性紅斑","1","3","4","257"
"突発性発しん","35","36","71","257"
"ヘルパンギーナ","2","1","3","257"
"流行性耳下腺炎","7","4","11","257"
"不明発しん症","5","2","7","257"
"川崎病","1","4","5","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","1","4","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","3","5","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
