"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年21週
"集計期間終了週",2018年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","35","31","66","415"
"RSウイルス感染症","26","20","46","261"
"咽頭結膜熱","109","95","204","261"
"Ａ群溶血性レンサ球菌咽頭炎","479","354","833","261"
"感染性胃腸炎","1071","946","2017","261"
"水痘","94","71","165","261"
"手足口病","20","22","42","261"
"伝染性紅斑","74","86","160","261"
"突発性発しん","99","82","181","261"
"ヘルパンギーナ","15","11","26","261"
"流行性耳下腺炎","19","14","33","261"
"不明発しん症","4","7","11","261"
"川崎病","3","3","6","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","12","11","23","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","1","3","25"
"インフルエンザ入院","0","0","0","25"
