"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年39週
"集計期間終了週",2002年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","3","6","9","142"
"Ａ群溶血性レンサ球菌咽頭炎","12","17","29","142"
"感染性胃腸炎","166","132","298","142"
"水痘","27","21","48","142"
"手足口病","13","25","38","142"
"伝染性紅斑","3","3","6","142"
"突発性発しん","36","38","74","142"
"百日咳","2","0","2","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","8","8","16","142"
"麻しん（成人麻しん以外）","3","4","7","142"
"流行性耳下腺炎","28","22","50","142"
"不明発しん症","8","4","12","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","7","15","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
