"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年8月"
"集計期間終了月","2004年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","15","1","0"
"1～4歳","0","0","0","0","0","0","5","3","0"
"5～9歳","0","0","0","0","0","0","4","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","2","1","0","1","0","0","3","0","0"
"20～24歳","18","1","6","24","0","0","1","0","0"
"25～29歳","22","2","4","18","0","0","1","0","0"
"30～34歳","16","3","7","19","0","0","1","0","0"
"35～39歳","18","2","5","15","0","1","4","0","0"
"40～44歳","8","5","3","10","0","0","4","0","0"
"45～49歳","4","1","4","8","0","0","1","0","1"
"50～54歳","5","1","2","1","0","0","7","1","1"
"55～59歳","7","2","0","2","0","0","10","0","0"
"60～64歳","3","0","3","1","0","0","6","1","0"
"65～69歳","0","0","1","0","0","0","4","1","0"
"70歳以上","0","2","0","0","0","0","47","0","3"
"合計","103","20","35","99","0","1","113","7","5"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年8月"
"集計期間終了月","2004年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","1","0"
"1～4歳","0","0","0","0","0","0","4","0","0"
"5～9歳","0","0","0","0","0","0","4","0","0"
"10～14歳","0","0","0","1","0","0","0","0","0"
"15～19歳","13","1","2","0","2","0","2","0","1"
"20～24歳","30","6","6","5","5","0","2","0","0"
"25～29歳","18","9","0","4","5","0","2","1","0"
"30～34歳","8","5","1","1","3","0","1","0","0"
"35～39歳","6","2","1","1","2","0","2","1","0"
"40～44歳","2","2","0","0","2","0","2","1","1"
"45～49歳","1","2","0","1","0","0","0","0","0"
"50～54歳","0","1","0","0","1","0","2","0","0"
"55～59歳","0","0","0","0","0","0","4","1","0"
"60～64歳","0","0","0","0","1","0","4","0","0"
"65～69歳","0","1","0","0","0","0","0","0","0"
"70歳以上","0","0","0","0","0","0","23","1","0"
"合計","78","29","10","13","21","0","58","6","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年8月"
"集計期間終了月","2004年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","2","0"
"1～4歳","0","0","0","0","0","0","9","3","0"
"5～9歳","0","0","0","0","0","0","8","0","0"
"10～14歳","0","0","0","1","0","0","0","0","0"
"15～19歳","15","2","2","1","2","0","5","0","1"
"20～24歳","48","7","12","29","5","0","3","0","0"
"25～29歳","40","11","4","22","5","0","3","1","0"
"30～34歳","24","8","8","20","3","0","2","0","0"
"35～39歳","24","4","6","16","2","1","6","1","0"
"40～44歳","10","7","3","10","2","0","6","1","1"
"45～49歳","5","3","4","9","0","0","1","0","1"
"50～54歳","5","2","2","1","1","0","9","1","1"
"55～59歳","7","2","0","2","0","0","14","1","0"
"60～64歳","3","0","3","1","1","0","10","1","0"
"65～69歳","0","1","1","0","0","0","4","1","0"
"70歳以上","0","2","0","0","0","0","70","1","3"
"合計","181","49","45","112","21","1","171","13","7"
"定点数","41","41","41","41","41","41","25","25","25"


