"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年45週
"集計期間終了週",2007年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","92","93","185","288"
"RSウイルス感染症","32","29","61","150"
"咽頭結膜熱","13","7","20","150"
"Ａ群溶血性レンサ球菌咽頭炎","120","107","227","150"
"感染性胃腸炎","438","376","814","150"
"水痘","62","79","141","150"
"手足口病","33","30","63","150"
"伝染性紅斑","20","9","29","150"
"突発性発しん","62","35","97","150"
"百日咳","2","8","10","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","19","16","35","150"
"麻しん（成人麻しん以外）","0","1","1","150"
"流行性耳下腺炎","20","13","33","150"
"不明発しん症","5","2","7","150"
"川崎病","0","1","1","150"
"急性出血性結膜炎","0","2","2","39"
"流行性角結膜炎","12","12","24","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","2","6","8","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","1","0","1","25"
