"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年34週
"集計期間終了週",2007年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","282"
"RSウイルス感染症","2","2","4","145"
"咽頭結膜熱","14","16","30","145"
"Ａ群溶血性レンサ球菌咽頭炎","39","33","72","145"
"感染性胃腸炎","248","206","454","145"
"水痘","36","25","61","145"
"手足口病","98","59","157","145"
"伝染性紅斑","12","14","26","145"
"突発性発しん","33","43","76","145"
"百日咳","0","0","0","145"
"風しん","0","0","0","145"
"ヘルパンギーナ","93","88","181","145"
"麻しん（成人麻しん以外）","0","1","1","145"
"流行性耳下腺炎","13","19","32","145"
"不明発しん症","6","7","13","145"
"川崎病","3","1","4","145"
"急性出血性結膜炎","4","2","6","36"
"流行性角結膜炎","15","12","27","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","0","0","0","25"
