"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年16週"
"集計期間終了週","2018年16週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","2","29","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","3","1","2","6","12","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","3","3","4","13","23","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","1","5","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","4","1","9","25","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","0","0","3","9","0","0","0","3","0","1","2","0","0","0","0","0","0","0","1","0","","","","","",""
"江東区","6","2","0","19","62","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","7","1","1","10","21","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","9","5","0","9","22","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","10","2","2","32","35","5","0","1","4","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","12","2","0","31","55","4","0","3","1","0","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"渋谷区","0","0","0","3","7","5","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","","","","","",""
"中野区","9","0","0","24","35","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","13","1","0","12","52","1","0","3","1","0","1","1","0","0","0","0","0","0","0","1","2","","","","","",""
"池袋","7","1","0","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","1","1","1","5","16","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","1","6","0","7","20","0","0","5","5","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","0","1","5","7","3","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","5","2","2","19","42","3","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","17","1","5","12","23","7","0","2","3","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","2","0","0","14","28","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","10","1","1","13","33","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
