"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年23週
"集計期間終了週",2018年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","29","21","50","417"
"RSウイルス感染症","29","22","51","263"
"咽頭結膜熱","124","108","232","263"
"Ａ群溶血性レンサ球菌咽頭炎","527","422","949","263"
"感染性胃腸炎","1072","916","1988","263"
"水痘","64","63","127","263"
"手足口病","45","45","90","263"
"伝染性紅斑","91","108","199","263"
"突発性発しん","91","86","177","263"
"ヘルパンギーナ","30","30","60","263"
"流行性耳下腺炎","16","12","28","263"
"不明発しん症","4","13","17","263"
"川崎病","3","3","6","263"
"急性出血性結膜炎","0","2","2","38"
"流行性角結膜炎","8","11","19","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
