"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年14週
"集計期間終了週",2006年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","32","31","63","178"
"RSウイルス感染症","1","1","2","142"
"咽頭結膜熱","19","17","36","142"
"Ａ群溶血性レンサ球菌咽頭炎","117","95","212","142"
"感染性胃腸炎","437","391","828","142"
"水痘","100","110","210","142"
"手足口病","5","1","6","142"
"伝染性紅斑","33","26","59","142"
"突発性発しん","45","35","80","142"
"百日咳","1","0","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","5","10","15","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","67","48","115","142"
"不明発しん症","8","4","12","142"
"川崎病","1","2","3","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","2","2","4","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","4","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
