"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年12月"
"集計期間終了月","2005年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","11","0"
"1～4歳","0","0","0","0","0","0","3","18","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","0","0","0","1","0","0","1","1","1"
"20～24歳","11","5","5","10","0","0","4","1","0"
"25～29歳","18","7","11","11","0","1","0","0","0"
"30～34歳","13","10","5","5","0","0","1","0","0"
"35～39歳","11","9","1","5","0","1","0","0","1"
"40～44歳","8","5","2","10","0","0","3","0","0"
"45～49歳","5","5","2","1","0","1","4","1","0"
"50～54歳","1","3","2","2","0","0","3","1","0"
"55～59歳","1","0","1","1","0","0","4","0","0"
"60～64歳","0","1","0","1","0","0","7","2","0"
"65～69歳","0","1","0","0","0","0","3","3","0"
"70歳以上","0","0","0","0","0","0","38","1","2"
"合計","68","46","29","47","0","3","79","40","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年12月"
"集計期間終了月","2005年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","6","0"
"1～4歳","0","0","0","0","0","0","5","9","0"
"5～9歳","0","0","0","0","0","0","0","3","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","16","3","2","2","0","0","0","0","0"
"20～24歳","26","7","7","1","3","1","2","0","0"
"25～29歳","20","16","5","3","2","0","2","1","0"
"30～34歳","15","9","0","3","1","0","1","1","0"
"35～39歳","7","1","1","0","2","0","0","1","0"
"40～44歳","5","6","0","0","1","0","0","0","0"
"45～49歳","1","5","1","0","2","0","0","0","0"
"50～54歳","0","1","0","1","1","0","0","0","0"
"55～59歳","0","0","0","0","1","0","1","1","0"
"60～64歳","0","0","0","0","0","0","3","2","0"
"65～69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","15","2","1"
"合計","90","49","16","10","13","1","42","26","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2005年12月"
"集計期間終了月","2005年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","16","17","0"
"1～4歳","0","0","0","0","0","0","8","27","0"
"5～9歳","0","0","0","0","0","0","0","4","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","16","3","2","3","0","0","1","1","1"
"20～24歳","37","12","12","11","3","1","6","1","0"
"25～29歳","38","23","16","14","2","1","2","1","0"
"30～34歳","28","19","5","8","1","0","2","1","0"
"35～39歳","18","10","2","5","2","1","0","1","1"
"40～44歳","13","11","2","10","1","0","3","0","0"
"45～49歳","6","10","3","1","2","1","4","1","0"
"50～54歳","1","4","2","3","1","0","3","1","0"
"55～59歳","1","0","1","1","1","0","5","1","0"
"60～64歳","0","1","0","1","0","0","10","4","0"
"65～69歳","0","2","0","0","0","0","7","3","0"
"70歳以上","0","0","0","0","0","0","53","3","3"
"合計","158","95","45","57","13","4","121","66","5"
"定点数","41","41","41","41","41","41","25","25","25"


