"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年2月"
"集計期間終了月","2012年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","1","0","0"
"1～4歳","0","0","0","0","0","0","1","5","0","0"
"5～9歳","0","0","0","0","0","0","2","1","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0","0"
"15～19歳","2","0","2","3","0","0","1","0","0","0"
"20～24歳","7","1","4","9","0","2","0","0","0","0"
"25～29歳","21","4","7","16","0","2","0","0","0","0"
"30～34歳","27","18","8","16","0","2","0","0","0","0"
"35～39歳","14","10","13","10","0","2","0","0","0","0"
"40～44歳","8","9","2","10","0","0","2","0","0","0"
"45～49歳","9","11","2","3","0","1","0","0","0","0"
"50～54歳","3","7","1","5","0","0","1","0","1","0"
"55～59歳","2","2","1","2","0","1","1","0","0","0"
"60～64歳","2","2","0","0","0","1","2","2","0","0"
"65～69歳","0","0","1","0","0","0","6","4","0","0"
"70歳以上","0","2","1","0","0","0","28","6","0","0"
"合計","95","66","42","74","0","11","45","20","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年2月"
"集計期間終了月","2012年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","0","1","0","0"
"1～4歳","0","0","0","0","0","0","3","1","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","0","0","0","1","0","0","0"
"15～19歳","8","1","2","3","0","0","0","0","0","0"
"20～24歳","22","5","7","4","0","0","1","0","0","0"
"25～29歳","15","9","3","3","3","0","0","0","0","0"
"30～34歳","9","8","7","2","0","1","1","0","0","0"
"35～39歳","13","2","4","1","2","0","2","0","0","0"
"40～44歳","4","6","2","0","2","0","0","0","0","0"
"45～49歳","2","0","1","0","0","0","0","0","0","0"
"50～54歳","0","1","0","0","0","0","1","0","0","0"
"55～59歳","0","2","1","0","0","0","0","1","0","0"
"60～64歳","0","0","0","0","1","0","1","3","0","0"
"65～69歳","0","0","0","0","0","1","1","1","0","0"
"70歳以上","0","0","0","0","0","1","9","5","0","0"
"合計","74","34","27","13","8","3","20","12","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年2月"
"集計期間終了月","2012年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","1","2","0","0"
"1～4歳","0","0","0","0","0","0","4","6","0","0"
"5～9歳","0","0","0","0","0","0","2","1","0","0"
"10～14歳","1","0","0","0","0","0","1","1","0","0"
"15～19歳","10","1","4","6","0","0","1","0","0","0"
"20～24歳","29","6","11","13","0","2","1","0","0","0"
"25～29歳","36","13","10","19","3","2","0","0","0","0"
"30～34歳","36","26","15","18","0","3","1","0","0","0"
"35～39歳","27","12","17","11","2","2","2","0","0","0"
"40～44歳","12","15","4","10","2","0","2","0","0","0"
"45～49歳","11","11","3","3","0","1","0","0","0","0"
"50～54歳","3","8","1","5","0","0","2","0","1","0"
"55～59歳","2","4","2","2","0","1","1","1","0","0"
"60～64歳","2","2","0","0","1","1","3","5","0","0"
"65～69歳","0","0","1","0","0","1","7","5","0","0"
"70歳以上","0","2","1","0","0","1","37","11","0","0"
"合計","169","100","69","87","8","14","65","32","1","0"
"定点数","53","53","53","53","53","53","24","24","24","24"


