"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年35週
"集計期間終了週",2015年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","1","2","408"
"RSウイルス感染症","78","28","106","256"
"咽頭結膜熱","58","38","96","256"
"Ａ群溶血性レンサ球菌咽頭炎","140","148","288","256"
"感染性胃腸炎","448","391","839","256"
"水痘","36","20","56","256"
"手足口病","789","615","1404","256"
"伝染性紅斑","48","59","107","256"
"突発性発しん","93","85","178","256"
"百日咳","2","1","3","256"
"ヘルパンギーナ","171","148","319","256"
"流行性耳下腺炎","58","48","106","256"
"不明発しん症","29","23","52","256"
"川崎病","1","2","3","256"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","12","14","26","39"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","11","3","14","25"
"クラミジア肺炎(オウム病は除く)","1","2","3","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
