"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年15週
"集計期間終了週",2009年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","550","545","1095","289"
"RSウイルス感染症","4","3","7","149"
"咽頭結膜熱","19","20","39","149"
"Ａ群溶血性レンサ球菌咽頭炎","122","103","225","149"
"感染性胃腸炎","492","438","930","149"
"水痘","73","87","160","149"
"手足口病","6","6","12","149"
"伝染性紅斑","24","20","44","149"
"突発性発しん","57","64","121","149"
"百日咳","3","5","8","149"
"ヘルパンギーナ","6","1","7","149"
"流行性耳下腺炎","46","34","80","149"
"不明発しん症","5","2","7","149"
"川崎病","0","1","1","149"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","8","14","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","4","2","6","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
