"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年46週
"集計期間終了週",2023年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2622","2460","5082","415"
"新型コロナウイルス感染症（COVID-19）","228","258","486","415"
"RSウイルス感染症","1","2","3","261"
"咽頭結膜熱","489","428","917","261"
"Ａ群溶血性レンサ球菌咽頭炎","669","600","1269","261"
"感染性胃腸炎","776","683","1459","261"
"水痘","35","27","62","261"
"手足口病","100","92","192","261"
"伝染性紅斑","1","4","5","261"
"突発性発しん","25","23","48","261"
"ヘルパンギーナ","9","8","17","261"
"流行性耳下腺炎","6","4","10","261"
"不明発しん症","4","5","9","261"
"川崎病","3","4","7","261"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","16","16","32","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","27","13","40","25"
"COVID-19入院","28","25","53","25"
