"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年37週
"集計期間終了週",2011年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","9","1","10","409"
"RSウイルス感染症","73","53","126","256"
"咽頭結膜熱","38","33","71","256"
"Ａ群溶血性レンサ球菌咽頭炎","99","83","182","256"
"感染性胃腸炎","483","394","877","256"
"水痘","59","53","112","256"
"手足口病","593","463","1056","256"
"伝染性紅斑","23","21","44","256"
"突発性発しん","108","86","194","256"
"百日咳","0","1","1","256"
"ヘルパンギーナ","269","233","502","256"
"流行性耳下腺炎","38","27","65","256"
"不明発しん症","16","12","28","256"
"川崎病","0","1","1","256"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","13","8","21","37"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","4","1","5","25"
"マイコプラズマ肺炎","24","13","37","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
