"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年44週
"集計期間終了週",2002年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","0","2","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","2","3","5","142"
"Ａ群溶血性レンサ球菌咽頭炎","30","21","51","142"
"感染性胃腸炎","276","238","514","142"
"水痘","45","23","68","142"
"手足口病","25","14","39","142"
"伝染性紅斑","8","5","13","142"
"突発性発しん","33","29","62","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","12","8","20","142"
"麻しん（成人麻しん以外）","4","3","7","142"
"流行性耳下腺炎","18","20","38","142"
"不明発しん症","5","4","9","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","15","0","15","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","3","1","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","3","3","25"
