"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年43週
"集計期間終了週",2008年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","5","9","283"
"RSウイルス感染症","63","50","113","147"
"咽頭結膜熱","16","12","28","147"
"Ａ群溶血性レンサ球菌咽頭炎","108","124","232","147"
"感染性胃腸炎","323","282","605","147"
"水痘","48","36","84","147"
"手足口病","98","68","166","147"
"伝染性紅斑","15","12","27","147"
"突発性発しん","50","61","111","147"
"百日咳","3","3","6","147"
"ヘルパンギーナ","16","11","27","147"
"流行性耳下腺炎","44","40","84","147"
"不明発しん症","9","10","19","147"
"川崎病","0","1","1","147"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","13","20","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","7","6","13","24"
"クラミジア肺炎(オウム病は除く)","2","1","3","24"
