"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年7月"
"集計期間終了月","2013年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","15","3","2","19","0","1","0","0","0","0","",""
"中央区","9","3","2","1","0","0","0","0","0","0","",""
"みなと","13","35","8","3","0","0","11","0","0","0","",""
"新宿区","28","16","27","19","0","10","11","3","0","0","",""
"文京","2","1","1","0","0","0","4","4","1","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","0","0","1","0","0","3","4","0","0","",""
"江東区","5","6","2","6","0","0","0","0","0","0","",""
"品川区","2","3","5","1","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","4","0","0","3","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","3","1","0","",""
"渋谷区","3","4","1","0","0","0","0","0","0","0","",""
"中野区","1","4","0","0","0","0","0","0","0","0","",""
"杉並","3","0","0","2","0","0","1","0","0","0","",""
"池袋","9","2","5","6","0","0","3","1","0","0","",""
"北区","0","0","2","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","4","0","3","2","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","2","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","5","6","0","0","",""
"江戸川","2","0","0","1","0","0","0","0","0","0","",""
"八王子市","1","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","1","2","0","0","17","12","0","0","",""
"多摩小平","0","0","0","0","0","0","2","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","106","77","59","67","0","11","64","35","2","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年7月"
"集計期間終了月","2013年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","0","0","0","0","",""
"中央区","0","0","0","0","0","0","0","0","0","0","",""
