"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年41週
"集計期間終了週",2018年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","20","22","42","418"
"RSウイルス感染症","118","131","249","263"
"咽頭結膜熱","27","21","48","263"
"Ａ群溶血性レンサ球菌咽頭炎","206","166","372","263"
"感染性胃腸炎","496","460","956","263"
"水痘","48","31","79","263"
"手足口病","189","173","362","263"
"伝染性紅斑","129","111","240","263"
"突発性発しん","42","57","99","263"
"ヘルパンギーナ","54","65","119","263"
"流行性耳下腺炎","6","10","16","263"
"不明発しん症","23","21","44","263"
"川崎病","3","0","3","263"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","12","9","21","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","6","1","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
