"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2000年28週
"集計期間終了週",2000年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","10","14","24","142"
"Ａ群溶血性レンサ球菌咽頭炎","41","43","84","142"
"感染性胃腸炎","150","109","259","142"
"水痘","59","69","128","142"
"手足口病","303","232","535","142"
"伝染性紅斑","37","44","81","142"
"突発性発しん","38","38","76","142"
"百日咳","0","0","0","142"
"風しん","5","1","6","142"
"ヘルパンギーナ","501","466","967","142"
"麻しん（成人麻しん以外）","23","11","34","142"
"流行性耳下腺炎","53","36","89","142"
"不明発しん症","2","5","7","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","17","24","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
