"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年5週
"集計期間終了週",2008年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1497","1555","3052","288"
"RSウイルス感染症","10","6","16","150"
"咽頭結膜熱","15","10","25","150"
"Ａ群溶血性レンサ球菌咽頭炎","150","127","277","150"
"感染性胃腸炎","754","755","1509","150"
"水痘","82","78","160","150"
"手足口病","4","5","9","150"
"伝染性紅斑","13","15","28","150"
"突発性発しん","38","41","79","150"
"百日咳","1","1","2","150"
"ヘルパンギーナ","2","1","3","150"
"流行性耳下腺炎","12","20","32","150"
"不明発しん症","2","4","6","150"
"川崎病","5","1","6","150"
"急性出血性結膜炎","1","2","3","39"
"流行性角結膜炎","11","5","16","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","0","2","2","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
