"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年7月"
"集計期間終了月","2011年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","33","29","16","19","0","0","4","0","1","0","",""
"区南部","2","1","0","5","0","0","5","1","0","0","",""
"区西南部","10","2","2","2","0","0","5","0","1","0","",""
"区西部","40","25","18","35","0","6","19","2","5","0","",""
"区西北部","18","15","6","7","0","1","3","2","0","0","",""
"区東北部","2","5","0","1","0","0","3","8","0","0","",""
"区東部","19","12","4","15","1","0","1","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","2","0","0","27","14","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","124","89","46","86","2","7","67","33","7","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年7月"
"集計期間終了月","2011年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","13","4","3","1","3","0","1","0","0","0","",""
"区南部","9","0","0","0","0","0","1","1","0","0","",""
"区西南部","6","8","4","2","2","0","1","0","0","0","",""
"区西部","17","11","4","10","0","0","12","3","2","0","",""
"区西北部","10","11","4","4","0","0","1","0","0","0","",""
"区東北部","2","0","0","0","0","0","4","4","0","0","",""
"区東部","12","3","4","0","3","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","1","1","0","1","0","1","0","0","0","",""
"北多摩西部","12","3","0","2","1","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","21","7","0","0","",""
"北多摩北部","3","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","98","41","20","19","10","0","43","15","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年7月"
"集計期間終了月","2011年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","46","33","19","20","3","0","5","0","1","0","10","4"
"区南部","11","1","0","5","0","0","6","2","0","0","3","1"
"区西南部","16","10","6","4","2","0","6","0","1","0","5","2"
"区西部","57","36","22","45","0","6","31","5","7","0","11","4"
"区西北部","28","26","10","11","0","1","4","2","0","0","6","2"
"区東北部","4","5","0","1","0","0","7","12","0","0","3","1"
"区東部","31","15","8","15","4","0","2","2","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","13","1","1","0","1","0","1","0","0","0","5","1"
"北多摩西部","12","3","0","2","2","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","2","0","0","48","21","0","0","3","3"
"北多摩北部","3","0","0","0","0","0","0","4","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","222","130","66","105","12","7","110","48","9","0","55","24"


