"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","23","27","12","24","0","2","8","5","1","0","",""
"区南部","5","5","5","5","0","0","1","0","0","0","",""
"区西南部","10","2","1","4","0","1","1","0","0","0","",""
"区西部","31","22","23","30","0","7","16","0","0","0","",""
"区西北部","13","2","3","5","0","1","2","3","0","0","",""
"区東北部","1","0","1","0","0","0","2","1","1","0","",""
"区東部","15","7","5","11","0","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","16","5","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","4","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","99","65","50","79","0","11","49","18","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","7","6","5","1","2","0","3","0","0","0","",""
"区南部","6","0","1","0","0","0","1","0","0","0","",""
"区西南部","6","10","3","1","2","0","0","0","0","0","",""
"区西部","8","3","8","1","4","1","6","2","0","0","",""
"区西北部","12","4","5","2","1","0","5","0","0","0","",""
"区東北部","0","0","0","0","0","0","0","1","1","0","",""
"区東部","8","0","1","0","2","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","5","0","1","0","0","0","0","0","0","",""
"北多摩西部","12","1","0","3","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","10","8","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","67","29","23","9","11","1","26","11","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年4月"
"集計期間終了月","2012年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","30","33","17","25","2","2","11","5","1","0","10","4"
"区南部","11","5","6","5","0","0","2","0","0","0","3","1"
"区西南部","16","12","4","5","2","1","1","0","0","0","5","3"
"区西部","39","25","31","31","4","8","22","2","0","0","11","4"
"区西北部","25","6","8","7","1","1","7","3","0","0","6","2"
"区東北部","1","0","1","0","0","0","2","2","2","0","2","1"
"区東部","23","7","6","11","2","0","2","0","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","8","5","0","1","0","0","0","0","0","0","5","1"
"北多摩西部","13","1","0","3","0","0","0","0","0","0","2","1"
"北多摩南部","0","0","0","0","0","0","26","13","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","1","4","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","166","94","73","88","11","12","75","29","3","0","54","25"


